,Snapshot,Lookback,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0,602.0,6.296819541234349,7.486000061035156,0.0,0.0,10.68299961090088,9.708999633789062,7.839000225067139,0.0,8.659999847412111,0.0,0.0,9.071999549865724,0.0
1,604.0,6.257021370782392,9.177000045776367,8.133000373840332,8.821000099182129,0.0,0.0,0.0,0.0,0.0,8.314999580383299,7.757999897003174,8.281000137329103,0.0
2,608.0,6.198067183682968,7.545000076293945,0.0,0.0,16.194999694824222,0.0,0.0,6.421000003814697,9.845999717712402,6.375,6.360000133514402,0.0,11.729000091552734
3,610.0,6.166826674452982,7.039999961853027,5.420000076293945,11.079000473022461,14.697999954223633,0.0,5.4780001640319815,0.0,6.859000205993652,0.0,6.478000164031982,7.4120001792907715,7.2249999046325675
4,612.0,6.133891202463207,11.258999824523926,8.713000297546388,0.0,0.0,0.0,0.0,8.689000129699707,0.0,6.800000190734862,5.5349998474121085,6.323999881744385,9.869000434875488
5,614.0,6.100719280344513,9.112000465393066,7.6690001487731925,13.079999923706055,0.0,9.092000007629396,0.0,6.986000061035156,0.0,10.732999801635742,5.558000087738037,7.068999767303468,11.114999771118164
6,616.0,6.067346103953526,5.99399995803833,0.0,0.0,0.0,0.0,0.0,8.789999961853027,0.0,7.418000221252441,0.0,7.949999809265138,6.486000061035156
7,618.0,6.032072868913223,10.732999801635742,0.0,10.927000045776367,14.734000205993652,10.234999656677246,6.0960001945495605,6.8439998626708975,0.0,0.0,4.679999828338623,6.389999866485598,7.585000038146973
8,620.0,5.9948320266449295,8.8100004196167,12.222999572753904,9.416999816894533,0.0,0.0,5.644000053405763,7.894999980926514,12.607999801635742,0.0,0.0,0.0,8.130999565124513
9,622.0,5.957324003606695,8.26099967956543,9.326000213623047,0.0,5.448999881744385,4.9660000801086435,5.763000011444093,0.0,9.199999809265137,8.993000030517578,0.0,0.0,0.0
10,624.0,5.9365639909968575,9.449000358581543,0.0,5.936999797821045,6.375999927520753,8.140000343322754,9.789999961853027,0.0,13.300999641418455,8.012999534606934,0.0,0.0,6.124000072479247
11,626.0,5.894811696137233,0.0,7.1560001373291025,7.454999923706055,0.0,6.625,7.823999881744385,0.0,7.061999797821045,7.927000045776367,6.401000022888184,8.166000366210938,7.446000099182129
12,629.0,5.85272746861963,9.666999816894533,6.4679999351501465,6.142000198364258,9.532999992370604,0.0,6.942999839782715,5.9790000915527335,9.484000205993652,4.433000087738037,0.0,8.14900016784668,9.157999992370604
13,630.0,5.829423163299706,6.2170000076293945,6.499000072479247,7.388000011444093,7.122000217437744,7.083000183105469,9.557000160217283,9.008999824523926,0.0,4.796000003814697,7.758999824523926,8.189000129699707,9.343999862670898
14,632.0,5.806019824366869,7.388999938964844,5.1599998474121085,6.625,0.0,6.493000030517577,7.953999996185303,7.553999900817871,0.0,7.275000095367432,7.664000034332275,9.85099983215332,8.055999755859375
15,634.0,5.758847580686567,0.0,6.389999866485598,6.543000221252441,7.111000061035156,10.33199977874756,5.583000183105469,8.409999847412111,7.629000186920166,5.008999824523926,8.744000434875487,8.35200023651123,6.434999942779541
16,636.0,5.735113676933862,0.0,0.0,6.422999858856201,0.0,9.696999549865724,7.728000164031982,0.0,7.120999813079834,5.497000217437744,8.326000213623049,9.812000274658203,0.0
17,639.0,5.687351268637958,9.560999870300293,6.179999828338622,7.236999988555907,7.0320000648498535,9.079000473022461,14.026000022888185,0.0,6.709000110626223,8.628999710083008,9.87600040435791,10.263999938964844,6.910999774932861
18,640.0,5.674282004200253,0.0,6.989999771118164,7.822000026702881,0.0,18.482999801635746,7.736000061035156,5.662000179290772,7.336999893188477,9.18299961090088,10.402000427246094,8.074000358581543,8.144000053405763
19,642.0,5.63487750476342,8.093999862670897,0.0,0.0,8.402999877929688,5.09499979019165,6.047999858856201,5.815000057220459,5.7230000495910645,9.133999824523926,7.554999828338622,0.0,4.894999980926514
20,644.0,5.607096887071627,7.6579999923706055,6.184999942779541,8.793999671936035,7.037000179290772,5.130000114440918,7.586999893188477,6.179999828338622,0.0,7.651000022888184,0.0,0.0,0.0
21,646.0,5.563197273837341,11.503000259399414,7.8520002365112305,7.533999919891357,7.561999797821045,6.573999881744385,6.8470001220703125,8.814000129699707,6.7170000076293945,5.64300012588501,0.0,0.0,7.848999977111816
22,648.0,5.532228479342441,0.0,0.0,7.47599983215332,6.452000141143799,7.321000099182129,8.949999809265137,5.758999824523926,6.821000099182129,9.33199977874756,0.0,9.338000297546387,5.440000057220459
23,650.0,5.499580009312712,0.0,9.664999961853027,0.0,10.784000396728516,5.607999801635742,9.196999549865724,7.291999816894531,6.423999786376952,8.085000038146973,0.0,6.434000015258789,4.392000198364259
24,652.0,5.4667717357004335,10.619000434875488,9.67300033569336,7.446000099182129,6.422999858856201,7.383999824523926,8.944999694824219,9.8100004196167,0.0,14.05799961090088,0.0,9.050999641418457,6.8439998626708975
25,654.0,5.4320458104529035,0.0,6.385000228881836,5.828000068664551,6.927999973297119,0.0,6.915999889373777,7.4190001487731925,11.218000411987305,8.109999656677246,6.057000160217285,6.9720001220703125,7.958000183105469
26,656.0,5.395473989249358,8.79800033569336,7.636000156402588,6.418000221252441,7.6599998474121085,0.0,0.0,6.185999870300293,8.788999557495117,0.0,5.504000186920166,6.076000213623048,6.4070000648498535
27,658.0,5.377073878453867,7.576000213623048,6.857999801635742,8.206000328063965,6.822000026702881,6.701000213623048,0.0,7.53000020980835,8.267999649047853,9.059000015258787,6.09499979019165,5.61299991607666,6.125999927520753
