,Snapshot,Lookback,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
20,644.0,5.607096887071627,0.3569999933242798,0.20000000298023224,0.2269999980926513,0.181999996304512,0.0,0.0,0.0,0.19900000095367432,0.0,0.239999994635582,0.2240000069141388,0.2549999952316284
21,646.0,5.563197273837341,0.193000003695488,0.20100000500679016,0.0,0.0,0.0,0.1940000057220459,0.2189999967813492,0.0,0.1940000057220459,0.2329999953508377,0.1879999935626984,0.2430000007152557
22,648.0,5.532228479342441,0.22499999403953552,0.0,0.0,0.0,0.18700000643730166,0.289000004529953,0.0,0.0,0.0,0.1850000023841858,0.25799998641014105,0.2080000042915344
23,650.0,5.499580009312712,0.0,0.15199999511241913,0.0,0.20000000298023224,0.22300000488758087,0.17900000512599945,0.0,0.1889999955892563,0.12300000339746475,0.193000003695488,0.24699999392032626,0.22599999606609344
24,652.0,5.4667717357004335,0.0,0.0,0.15700000524520874,0.15600000321865082,0.1720000058412552,0.0,0.0,0.0,0.26499998569488525,0.19699999690055847,0.2360000014305115,0.15199999511241913
25,654.0,5.4320458104529035,0.14900000393390656,0.12800000607967374,0.2689999938011169,0.21299999952316284,0.0,0.20200000703334808,0.0,0.14800000190734866,0.17000000178813934,0.15800000727176666,0.18000000715255735,0.0
26,656.0,5.395473989249358,0.0,0.2039999961853028,0.2800000011920929,0.19499999284744265,0.21699999272823334,0.1879999935626984,0.1879999935626984,0.16200000047683716,0.0,0.20600000023841847,0.19599999487400047,0.20100000500679016
27,658.0,5.377073878453867,0.12700000405311584,0.24799999594688416,0.30300000309944153,0.2150000035762787,0.0,0.1809999942779541,0.0,0.0,0.13600000739097595,0.18400000035762787,0.1979999989271164,0.17399999499320984
28,660.0,5.338220697323426,0.30000001192092896,0.2639999985694885,0.1589999943971634,0.0,0.22100000083446505,0.0,0.239999994635582,0.0,0.0,0.1850000023841858,0.14800000190734866,0.17499999701976776
29,660.0,5.338220697323426,0.30000001192092896,0.2639999985694885,0.1589999943971634,0.0,0.22100000083446505,0.0,0.239999994635582,0.0,0.0,0.1850000023841858,0.14800000190734866,0.17499999701976776
30,662.0,5.297253698952362,0.14800000190734866,0.0,0.0,0.18400000035762787,0.2720000147819519,0.1979999989271164,0.0,0.12999999523162842,0.19200000166893005,0.1720000058412552,0.19699999690055847,0.2750000059604645
31,664.0,5.276641111204341,0.0,0.0,0.14399999380111694,0.2430000007152557,0.22300000488758087,0.0,0.0,0.164000004529953,0.0,0.16300000250339508,0.2070000022649765,0.1770000010728836
32,666.0,5.235158502612744,0.18299999833106995,0.0,0.17000000178813934,0.19099999964237213,0.0,0.1850000023841858,0.0,0.12700000405311584,0.21199999749660486,0.1679999977350235,0.0,0.0
33,668.0,5.214323161439596,0.0,0.1459999978542328,0.18000000715255735,0.0,0.2160000056028366,0.15600000321865082,0.0,0.16500000655651093,0.2160000056028366,0.14900000393390656,0.0,0.0
34,670.0,5.170266337889607,0.18299999833106995,0.19599999487400047,0.0,0.0,0.14100000262260434,0.13199999928474426,0.20600000023841847,0.2199999988079071,0.16200000047683716,0.1550000011920929,0.16099999845027926,0.16599999368190765
35,672.0,5.147046563163453,0.19099999964237213,0.0,0.0,0.1379999965429306,0.16099999845027926,0.2329999953508377,0.2179999947547913,0.164000004529953,0.1589999943971634,0.15299999713897705,0.17499999701976776,0.17800000309944153
36,674.0,5.100322315894825,0.15800000727176666,0.125,0.1599999964237213,0.3199999928474426,0.2630000114440918,0.0,0.0,0.1599999964237213,0.0,0.0,0.1589999943971634,0.2140000015497208
37,676.0,5.076783952863184,0.17399999499320984,0.0,0.25600001215934753,0.3009999990463257,0.1899999976158142,0.1420000046491623,0.0,0.17299999296665192,0.21199999749660486,0.1589999943971634,0.20200000703334808,0.1860000044107437
38,679.0,5.024693916499314,0.23100000619888306,0.2409999966621399,0.12700000405311584,0.19200000166893005,0.0,0.0,0.17599999904632568,0.1889999955892563,0.0,0.0,0.0,0.1340000033378601
39,681.0,4.9984422681030605,0.24699999392032626,0.1340000033378601,0.12600000202655792,0.12800000607967374,0.0,0.0,0.0,0.1940000057220459,0.17499999701976776,0.15199999511241913,0.1860000044107437,0.16500000655651093
40,682.0,4.972098961617661,0.0,0.0,0.0,0.15399999916553495,0.12700000405311584,0.0,0.1889999955892563,0.20200000703334808,0.14000000059604645,0.1509999930858612,0.17399999499320984,0.21199999749660486
41,684.0,4.945595796763422,0.0,0.0,0.1340000033378601,0.1469999998807907,0.0,0.17299999296665192,0.2039999961853028,0.1469999998807907,0.0,0.0,0.1809999942779541,0.12700000405311584
42,687.0,4.892248159980066,0.0,0.12300000339746475,0.13199999928474426,0.13600000739097595,0.19200000166893005,0.0,0.17900000512599945,0.2160000056028366,0.0,0.0,0.14000000059604645,0.12700000405311584
43,689.0,4.862669314823597,0.1420000046491623,0.13500000536441806,0.1979999989271164,0.14900000393390656,0.0,0.1599999964237213,0.27300000190734863,0.17800000309944153,0.0,0.1430000066757202,0.1340000033378601,0.2199999988079071
44,690.0,4.8487228759760965,0.17000000178813934,0.15000000596046448,0.15700000524520874,0.1430000066757202,0.0,0.2460000067949295,0.23199999332427976,0.13500000536441806,0.1850000023841858,0.12200000137090684,0.15700000524520874,0.210999995470047
45,692.0,4.806664730570148,0.0,0.1379999965429306,0.1509999930858612,0.1850000023841858,0.2329999953508377,0.2870000004768372,0.20000000298023224,0.0,0.0,0.20000000298023224,0.18000000715255735,0.1509999930858612
46,694.0,4.778461168590125,0.17499999701976776,0.0,0.0,0.16599999368190765,0.25200000405311584,0.18000000715255735,0.2039999961853028,0.1599999964237213,0.0,0.0,0.17399999499320984,0.193000003695488
47,698.0,4.720187077902779,0.17000000178813934,0.19099999964237213,0.16599999368190765,0.0,0.1770000010728836,0.16699999570846558,0.0,0.0,0.0,0.22100000083446505,0.20600000023841847,0.14800000190734866
48,704.0,4.622237616993765,0.1940000057220459,0.1430000066757202,0.10700000077486037,0.16699999570846558,0.18400000035762787,0.0,0.0,0.1899999976158142,0.2269999980926513,0.210999995470047,0.15199999511241913,0.10599999874830246
49,706.0,4.577088592204344,0.1379999965429306,0.15399999916553495,0.0,0.0,0.181999996304512,0.0,0.1330000013113022,0.17000000178813934,0.20999999344348907,0.0,0.16200000047683716,0.0
